filepath,filename,multiclass_label,binary_label,group_id,fold,multi_target
/kaggle/working/patches/64/good/p16_patch3_0.tif,p16_patch3_0.tif,good,0,p16,3,0
/kaggle/working/patches/64/good/b5_patch3_2.tif,b5_patch3_2.tif,good,0,b5,2,0
/kaggle/working/patches/64/good/bstar_p7_patch0_0.tif,bstar_p7_patch0_0.tif,good,0,bstar_p7,0,0
/kaggle/working/patches/64/good/bstar_p4_patch1_3.tif,bstar_p4_patch1_3.tif,good,0,bstar_p4,0,0
/kaggle/working/patches/64/good/b2_patch2_1.tif,b2_patch2_1.tif,good,0,b2,4,0
/kaggle/working/patches/64/good/p2_patch2_0.tif,p2_patch2_0.tif,good,0,p2,1,0
/kaggle/working/patches/64/good/bstar_nn_d4_patch2_2.tif,bstar_nn_d4_patch2_2.tif,good,0,bstar_nn_d4,1,0
/kaggle/working/patches/64/good/bstar_p25_patch3_0.tif,bstar_p25_patch3_0.tif,good,0,bstar_p25,2,0
/kaggle/working/patches/64/good/bstar_he_d4_patch2_1.tif,bstar_he_d4_patch2_1.tif,good,0,bstar_he_d4,0,0
/kaggle/working/patches/64/good/bstar_nn_d5_patch1_3.tif,bstar_nn_d5_patch1_3.tif,good,0,bstar_nn_d5,2,0
/kaggle/working/patches/64/good/Bbox_p20_patch0_0.tif,Bbox_p20_patch0_0.tif,good,0,Bbox_p20,2,0
/kaggle/working/patches/64/good/p30_patch3_2.tif,p30_patch3_2.tif,good,0,p30,1,0
/kaggle/working/patches/64/good/Bbox_p14_patch1_0.tif,Bbox_p14_patch1_0.tif,good,0,Bbox_p14,3,0
/kaggle/working/patches/64/good/Bbox_p23_patch3_3.tif,Bbox_p23_patch3_3.tif,good,0,Bbox_p23,3,0
/kaggle/working/patches/64/good/Bbox_nn_d1_patch2_0.tif,Bbox_nn_d1_patch2_0.tif,good,0,Bbox_nn_d1,2,0
/kaggle/working/patches/64/good/Bbox_tn_d1_patch3_0.tif,Bbox_tn_d1_patch3_0.tif,good,0,Bbox_tn_d1,2,0
/kaggle/working/patches/64/good/bstar_p15_patch0_0.tif,bstar_p15_patch0_0.tif,good,0,bstar_p15,3,0
/kaggle/working/patches/64/good/bstar_he_d5_patch2_0.tif,bstar_he_d5_patch2_0.tif,good,0,bstar_he_d5,4,0
/kaggle/working/patches/64/good/tt2_patch1_3.tif,tt2_patch1_3.tif,good,0,tt2,2,0
/kaggle/working/patches/64/good/bstar_p3_patch0_2.tif,bstar_p3_patch0_2.tif,good,0,bstar_p3,0,0
/kaggle/working/patches/64/good/Bbox_tk_d3_patch2_2.tif,Bbox_tk_d3_patch2_2.tif,good,0,Bbox_tk_d3,4,0
/kaggle/working/patches/64/good/Bbox_tn_d1_patch0_2.tif,Bbox_tn_d1_patch0_2.tif,good,0,Bbox_tn_d1,2,0
/kaggle/working/patches/64/good/bstar_p19_patch0_1.tif,bstar_p19_patch0_1.tif,good,0,bstar_p19,1,0
/kaggle/working/patches/64/good/Bbox_p25_patch1_2.tif,Bbox_p25_patch1_2.tif,good,0,Bbox_p25,3,0
/kaggle/working/patches/64/good/Bbox_p25_patch2_1.tif,Bbox_p25_patch2_1.tif,good,0,Bbox_p25,3,0
/kaggle/working/patches/64/good/p16_patch3_3.tif,p16_patch3_3.tif,good,0,p16,3,0
/kaggle/working/patches/64/good/Bbox_p3_patch0_2.tif,Bbox_p3_patch0_2.tif,good,0,Bbox_p3,1,0
/kaggle/working/patches/64/good/t5_patch1_0.tif,t5_patch1_0.tif,good,0,t5,3,0
/kaggle/working/patches/64/good/p6_patch2_2.tif,p6_patch2_2.tif,good,0,p6,0,0
/kaggle/working/patches/64/good/h1_patch3_2.tif,h1_patch3_2.tif,good,0,h1,2,0
/kaggle/working/patches/64/good/bstar_p2_patch0_1.tif,bstar_p2_patch0_1.tif,good,0,bstar_p2,0,0
/kaggle/working/patches/64/good/Bbox_p11_patch1_2.tif,Bbox_p11_patch1_2.tif,good,0,Bbox_p11,1,0
/kaggle/working/patches/64/good/Bbox_p8_patch3_3.tif,Bbox_p8_patch3_3.tif,good,0,Bbox_p8,4,0
/kaggle/working/patches/64/good/Bbox_p29_patch1_3.tif,Bbox_p29_patch1_3.tif,good,0,Bbox_p29,1,0
/kaggle/working/patches/64/good/p20_patch2_1.tif,p20_patch2_1.tif,good,0,p20,3,0
/kaggle/working/patches/64/good/p20_patch1_1.tif,p20_patch1_1.tif,good,0,p20,3,0
/kaggle/working/patches/64/good/bstar_p1_patch1_0.tif,bstar_p1_patch1_0.tif,good,0,bstar_p1,3,0
/kaggle/working/patches/64/good/k1_patch3_1.tif,k1_patch3_1.tif,good,0,k1,3,0
/kaggle/working/patches/64/good/Bbox_p28_patch3_0.tif,Bbox_p28_patch3_0.tif,good,0,Bbox_p28,4,0
/kaggle/working/patches/64/good/h4_patch1_0.tif,h4_patch1_0.tif,good,0,h4,1,0
