filepath,filename,multiclass_label,binary_label,group_id,fold,multi_target
/kaggle/working/patches/64/good/c1r1e3n10_patch2_5.tif,c1r1e3n10_patch2_5.tif,good,0,c1r1e3n10,3,0
/kaggle/working/patches/64/good/c1r1e1n34_patch7_11.tif,c1r1e1n34_patch7_11.tif,good,0,c1r1e1n34,1,0
/kaggle/working/patches/64/good/c1r3e1n46_patch4_6.tif,c1r3e1n46_patch4_6.tif,good,0,c1r3e1n46,1,0
/kaggle/working/patches/64/good/c1r1e2n45_patch3_8.tif,c1r1e2n45_patch3_8.tif,good,0,c1r1e2n45,2,0
/kaggle/working/patches/64/good/c1r3e3n48_patch2_8.tif,c1r3e3n48_patch2_8.tif,good,0,c1r3e3n48,2,0
/kaggle/working/patches/64/good/c1r1e1n12_patch0_10.tif,c1r1e1n12_patch0_10.tif,good,0,c1r1e1n12,3,0
/kaggle/working/patches/64/good/c1r1e1n7_patch6_0.tif,c1r1e1n7_patch6_0.tif,good,0,c1r1e1n7,0,0
/kaggle/working/patches/64/good/c1r1e4n41_patch3_5.tif,c1r1e4n41_patch3_5.tif,good,0,c1r1e4n41,2,0
/kaggle/working/patches/64/good/c1r1e3n33_patch3_1.tif,c1r1e3n33_patch3_1.tif,good,0,c1r1e3n33,4,0
/kaggle/working/patches/64/good/c1r1e3n49_patch2_5.tif,c1r1e3n49_patch2_5.tif,good,0,c1r1e3n49,2,0
/kaggle/working/patches/64/good/c1r1e2n47_patch1_6.tif,c1r1e2n47_patch1_6.tif,good,0,c1r1e2n47,0,0
/kaggle/working/patches/64/good/c1r3e3n22_patch7_8.tif,c1r3e3n22_patch7_8.tif,good,0,c1r3e3n22,4,0
/kaggle/working/patches/64/good/c1r1e4n36_patch0_9.tif,c1r1e4n36_patch0_9.tif,good,0,c1r1e4n36,2,0
/kaggle/working/patches/64/good/c1r1e1n33_patch2_10.tif,c1r1e1n33_patch2_10.tif,good,0,c1r1e1n33,3,0
/kaggle/working/patches/64/good/c1r3e1n41_patch0_11.tif,c1r3e1n41_patch0_11.tif,good,0,c1r3e1n41,1,0
/kaggle/working/patches/64/good/c1r1e2n17_patch0_7.tif,c1r1e2n17_patch0_7.tif,good,0,c1r1e2n17,4,0
/kaggle/working/patches/64/good/c1r1e2n23_patch0_4.tif,c1r1e2n23_patch0_4.tif,good,0,c1r1e2n23,0,0
/kaggle/working/patches/64/good/c1r1e2n19_patch2_8.tif,c1r1e2n19_patch2_8.tif,good,0,c1r1e2n19,2,0
/kaggle/working/patches/64/good/c1r3e4n30_patch3_11.tif,c1r3e4n30_patch3_11.tif,good,0,c1r3e4n30,1,0
/kaggle/working/patches/64/good/c1r1e4n34_patch6_11.tif,c1r1e4n34_patch6_11.tif,good,0,c1r1e4n34,4,0
/kaggle/working/patches/64/good/c1r3e4n38_patch6_8.tif,c1r3e4n38_patch6_8.tif,good,0,c1r3e4n38,0,0
/kaggle/working/patches/64/good/c1r1e1n35_patch2_6.tif,c1r1e1n35_patch2_6.tif,good,0,c1r1e1n35,4,0
/kaggle/working/patches/64/good/c1r1e3n14_patch6_9.tif,c1r1e3n14_patch6_9.tif,good,0,c1r1e3n14,4,0
/kaggle/working/patches/64/good/c1r3e3n23_patch1_2.tif,c1r3e3n23_patch1_2.tif,good,0,c1r3e3n23,2,0
/kaggle/working/patches/64/good/c1r1e1n20_patch6_9.tif,c1r1e1n20_patch6_9.tif,good,0,c1r1e1n20,3,0
/kaggle/working/patches/64/good/c1r1e2n22_patch6_6.tif,c1r1e2n22_patch6_6.tif,good,0,c1r1e2n22,1,0
/kaggle/working/patches/64/good/c1r3e2n22_patch6_4.tif,c1r3e2n22_patch6_4.tif,good,0,c1r3e2n22,2,0
/kaggle/working/patches/64/good/c1r1e2n11_patch2_8.tif,c1r1e2n11_patch2_8.tif,good,0,c1r1e2n11,2,0
/kaggle/working/patches/64/good/c1r3e2n12_patch1_1.tif,c1r3e2n12_patch1_1.tif,good,0,c1r3e2n12,1,0
/kaggle/working/patches/64/good/c1r1e3n25_patch0_0.tif,c1r1e3n25_patch0_0.tif,good,0,c1r1e3n25,3,0
/kaggle/working/patches/64/good/c1r1e1n40_patch3_10.tif,c1r1e1n40_patch3_10.tif,good,0,c1r1e1n40,3,0
/kaggle/working/patches/64/good/c1r1e1n8_patch5_7.tif,c1r1e1n8_patch5_7.tif,good,0,c1r1e1n8,1,0
