filepath,filename,multiclass_label,binary_label,group_id,fold,multi_target
/kaggle/working/patches/32/good/t2_patch2_6.tif,t2_patch2_6.tif,good,0,t2,0,0
/kaggle/working/patches/32/good/p26_patch1_3.tif,p26_patch1_3.tif,good,0,p26,1,0
/kaggle/working/patches/32/good/bstar_nn_d2_patch1_2.tif,bstar_nn_d2_patch1_2.tif,good,0,bstar_nn_d2,1,0
/kaggle/working/patches/32/good/bstar_tk_d5_patch7_2.tif,bstar_tk_d5_patch7_2.tif,good,0,bstar_tk_d5,2,0
/kaggle/working/patches/32/good/bstar_nn_d1_patch7_7.tif,bstar_nn_d1_patch7_7.tif,good,0,bstar_nn_d1,2,0
/kaggle/working/patches/32/good/n2_patch4_4.tif,n2_patch4_4.tif,good,0,n2,2,0
/kaggle/working/patches/32/good/Bbox_nn_d5_patch7_3.tif,Bbox_nn_d5_patch7_3.tif,good,0,Bbox_nn_d5,4,0
/kaggle/working/patches/32/good/bstar_p15_patch0_7.tif,bstar_p15_patch0_7.tif,good,0,bstar_p15,3,0
/kaggle/working/patches/32/good/p24_patch4_2.tif,p24_patch4_2.tif,good,0,p24,0,0
/kaggle/working/patches/32/good/Bbox_p24_patch4_0.tif,Bbox_p24_patch4_0.tif,good,0,Bbox_p24,4,0
/kaggle/working/patches/32/good/bstar_he_d3_patch1_2.tif,bstar_he_d3_patch1_2.tif,good,0,bstar_he_d3,0,0
/kaggle/working/patches/32/good/n1_patch7_7.tif,n1_patch7_7.tif,good,0,n1,1,0
/kaggle/working/patches/32/good/bstar_bn_d3_patch7_7.tif,bstar_bn_d3_patch7_7.tif,good,0,bstar_bn_d3,3,0
/kaggle/working/patches/32/good/bstar_p1_patch5_2.tif,bstar_p1_patch5_2.tif,good,0,bstar_p1,3,0
/kaggle/working/patches/32/good/Bbox_p10_patch5_1.tif,Bbox_p10_patch5_1.tif,good,0,Bbox_p10,3,0
/kaggle/working/patches/32/good/p8_patch2_0.tif,p8_patch2_0.tif,good,0,p8,0,0
/kaggle/working/patches/32/good/Bbox_tn_d4_patch1_1.tif,Bbox_tn_d4_patch1_1.tif,good,0,Bbox_tn_d4,1,0
/kaggle/working/patches/32/good/b1_patch6_4.tif,b1_patch6_4.tif,good,0,b1,2,0
/kaggle/working/patches/32/good/Bbox_p6_patch1_7.tif,Bbox_p6_patch1_7.tif,good,0,Bbox_p6,2,0
/kaggle/working/patches/32/good/Bbox_tn_d5_patch4_6.tif,Bbox_tn_d5_patch4_6.tif,good,0,Bbox_tn_d5,4,0
/kaggle/working/patches/32/good/Bbox_p6_patch3_1.tif,Bbox_p6_patch3_1.tif,good,0,Bbox_p6,2,0
/kaggle/working/patches/32/good/Bbox_p27_patch7_4.tif,Bbox_p27_patch7_4.tif,good,0,Bbox_p27,3,0
/kaggle/working/patches/32/good/Bbox_tn_d3_patch5_3.tif,Bbox_tn_d3_patch5_3.tif,good,0,Bbox_tn_d3,0,0
/kaggle/working/patches/32/good/bstar_bn_d1_patch5_1.tif,bstar_bn_d1_patch5_1.tif,good,0,bstar_bn_d1,4,0
/kaggle/working/patches/32/good/t2_patch0_3.tif,t2_patch0_3.tif,good,0,t2,0,0
/kaggle/working/patches/32/good/bstar_p8_patch2_4.tif,bstar_p8_patch2_4.tif,good,0,bstar_p8,0,0
/kaggle/working/patches/32/good/bstar_bn_d5_patch6_0.tif,bstar_bn_d5_patch6_0.tif,good,0,bstar_bn_d5,1,0
/kaggle/working/patches/32/good/Bbox_p1_patch0_3.tif,Bbox_p1_patch0_3.tif,good,0,Bbox_p1,4,0
/kaggle/working/patches/32/good/n5_patch7_6.tif,n5_patch7_6.tif,good,0,n5,4,0
/kaggle/working/patches/32/good/Bbox_p14_patch7_3.tif,Bbox_p14_patch7_3.tif,good,0,Bbox_p14,1,0
/kaggle/working/patches/32/good/bstar_p3_patch5_2.tif,bstar_p3_patch5_2.tif,good,0,bstar_p3,0,0
/kaggle/working/patches/32/good/bstar_p2_patch4_5.tif,bstar_p2_patch4_5.tif,good,0,bstar_p2,2,0
/kaggle/working/patches/32/good/Bbox_p19_patch1_5.tif,Bbox_p19_patch1_5.tif,good,0,Bbox_p19,2,0
/kaggle/working/patches/32/good/bstar_tn_d4_patch3_5.tif,bstar_tn_d4_patch3_5.tif,good,0,bstar_tn_d4,4,0
/kaggle/working/patches/32/good/bstar_p21_patch2_3.tif,bstar_p21_patch2_3.tif,good,0,bstar_p21,3,0
/kaggle/working/patches/32/good/Bbox_p12_patch1_4.tif,Bbox_p12_patch1_4.tif,good,0,Bbox_p12,2,0
/kaggle/working/patches/32/good/tt2_patch2_7.tif,tt2_patch2_7.tif,good,0,tt2,0,0
/kaggle/working/patches/32/good/Bbox_p1_patch5_5.tif,Bbox_p1_patch5_5.tif,good,0,Bbox_p1,4,0
/kaggle/working/patches/32/good/p24_patch6_3.tif,p24_patch6_3.tif,good,0,p24,0,0
/kaggle/working/patches/32/good/Bbox_tn_d1_patch3_1.tif,Bbox_tn_d1_patch3_1.tif,good,0,Bbox_tn_d1,0,0
/kaggle/working/patches/32/good/bstar_p6_patch7_5.tif,bstar_p6_patch7_5.tif,good,0,bstar_p6,1,0
/kaggle/working/patches/32/good/tt1_patch5_4.tif,tt1_patch5_4.tif,good,0,tt1,4,0
/kaggle/working/patches/32/good/Bbox_p10_patch2_2.tif,Bbox_p10_patch2_2.tif,good,0,Bbox_p10,3,0
/kaggle/working/patches/32/good/Bbox_p13_patch4_6.tif,Bbox_p13_patch4_6.tif,good,0,Bbox_p13,0,0
/kaggle/working/patches/32/good/Bbox_p17_patch5_4.tif,Bbox_p17_patch5_4.tif,good,0,Bbox_p17,3,0
/kaggle/working/patches/32/good/Bbox_p20_patch3_6.tif,Bbox_p20_patch3_6.tif,good,0,Bbox_p20,3,0
/kaggle/working/patches/32/good/Bbox_tn_d2_patch4_0.tif,Bbox_tn_d2_patch4_0.tif,good,0,Bbox_tn_d2,1,0
/kaggle/working/patches/32/good/tt1_patch3_6.tif,tt1_patch3_6.tif,good,0,tt1,4,0
/kaggle/working/patches/32/good/bstar_tn_d3_patch0_5.tif,bstar_tn_d3_patch0_5.tif,good,0,bstar_tn_d3,3,0
/kaggle/working/patches/32/good/Bbox_tn_d4_patch4_2.tif,Bbox_tn_d4_patch4_2.tif,good,0,Bbox_tn_d4,1,0
/kaggle/working/patches/32/good/bstar_p5_patch5_1.tif,bstar_p5_patch5_1.tif,good,0,bstar_p5,0,0
/kaggle/working/patches/32/good/p5_patch1_5.tif,p5_patch1_5.tif,good,0,p5,4,0
/kaggle/working/patches/32/good/p14_patch4_3.tif,p14_patch4_3.tif,good,0,p14,4,0
/kaggle/working/patches/32/good/bstar_nn_d5_patch3_5.tif,bstar_nn_d5_patch3_5.tif,good,0,bstar_nn_d5,2,0
/kaggle/working/patches/32/good/p27_patch5_0.tif,p27_patch5_0.tif,good,0,p27,1,0
/kaggle/working/patches/32/good/bstar_p8_patch1_7.tif,bstar_p8_patch1_7.tif,good,0,bstar_p8,0,0
/kaggle/working/patches/32/good/tt1_patch7_4.tif,tt1_patch7_4.tif,good,0,tt1,4,0
/kaggle/working/patches/32/good/t2_patch3_0.tif,t2_patch3_0.tif,good,0,t2,0,0
/kaggle/working/patches/32/good/bstar_p23_patch7_4.tif,bstar_p23_patch7_4.tif,good,0,bstar_p23,4,0
/kaggle/working/patches/32/good/Bbox_p17_patch5_0.tif,Bbox_p17_patch5_0.tif,good,0,Bbox_p17,3,0
/kaggle/working/patches/32/good/t4_patch6_6.tif,t4_patch6_6.tif,good,0,t4,1,0
/kaggle/working/patches/32/good/Bbox_p23_patch5_1.tif,Bbox_p23_patch5_1.tif,good,0,Bbox_p23,3,0
/kaggle/working/patches/32/good/k4_patch5_2.tif,k4_patch5_2.tif,good,0,k4,4,0
/kaggle/working/patches/32/good/bstar_tk_d1_patch6_4.tif,bstar_tk_d1_patch6_4.tif,good,0,bstar_tk_d1,0,0
/kaggle/working/patches/32/good/p20_patch6_4.tif,p20_patch6_4.tif,good,0,p20,4,0
/kaggle/working/patches/32/good/Bbox_he_d3_patch2_6.tif,Bbox_he_d3_patch2_6.tif,good,0,Bbox_he_d3,0,0
/kaggle/working/patches/32/good/Bbox_bn_d2_patch3_0.tif,Bbox_bn_d2_patch3_0.tif,good,0,Bbox_bn_d2,1,0
/kaggle/working/patches/32/good/Bbox_tk_d5_patch2_1.tif,Bbox_tk_d5_patch2_1.tif,good,0,Bbox_tk_d5,4,0
/kaggle/working/patches/32/good/Bbox_nn_d5_patch6_2.tif,Bbox_nn_d5_patch6_2.tif,good,0,Bbox_nn_d5,4,0
/kaggle/working/patches/32/good/p11_patch7_6.tif,p11_patch7_6.tif,good,0,p11,3,0
/kaggle/working/patches/32/good/p8_patch2_2.tif,p8_patch2_2.tif,good,0,p8,0,0
/kaggle/working/patches/32/good/bstar_p6_patch7_7.tif,bstar_p6_patch7_7.tif,good,0,bstar_p6,1,0
/kaggle/working/patches/32/good/Bbox_p23_patch5_5.tif,Bbox_p23_patch5_5.tif,good,0,Bbox_p23,3,0
/kaggle/working/patches/32/good/bstar_bn_d3_patch6_7.tif,bstar_bn_d3_patch6_7.tif,good,0,bstar_bn_d3,3,0
/kaggle/working/patches/32/good/Bbox_p28_patch2_1.tif,Bbox_p28_patch2_1.tif,good,0,Bbox_p28,0,0
/kaggle/working/patches/32/good/Bbox_p2_patch2_2.tif,Bbox_p2_patch2_2.tif,good,0,Bbox_p2,1,0
/kaggle/working/patches/32/good/bstar_p22_patch5_3.tif,bstar_p22_patch5_3.tif,good,0,bstar_p22,2,0
/kaggle/working/patches/32/good/Bbox_he_d2_patch1_0.tif,Bbox_he_d2_patch1_0.tif,good,0,Bbox_he_d2,0,0
/kaggle/working/patches/32/good/Bbox_p24_patch7_7.tif,Bbox_p24_patch7_7.tif,good,0,Bbox_p24,4,0
/kaggle/working/patches/32/good/p23_patch1_5.tif,p23_patch1_5.tif,good,0,p23,3,0
/kaggle/working/patches/32/good/tt4_patch2_6.tif,tt4_patch2_6.tif,good,0,tt4,4,0
/kaggle/working/patches/32/good/Bbox_tk_d1_patch2_1.tif,Bbox_tk_d1_patch2_1.tif,good,0,Bbox_tk_d1,1,0
/kaggle/working/patches/32/good/Bbox_p21_patch1_5.tif,Bbox_p21_patch1_5.tif,good,0,Bbox_p21,1,0
/kaggle/working/patches/32/good/Bbox_p27_patch1_4.tif,Bbox_p27_patch1_4.tif,good,0,Bbox_p27,3,0
/kaggle/working/patches/32/good/bstar_bn_d1_patch6_2.tif,bstar_bn_d1_patch6_2.tif,good,0,bstar_bn_d1,4,0
/kaggle/working/patches/32/good/Bbox_p29_patch5_3.tif,Bbox_p29_patch5_3.tif,good,0,Bbox_p29,1,0
/kaggle/working/patches/32/good/n4_patch1_5.tif,n4_patch1_5.tif,good,0,n4,4,0
/kaggle/working/patches/32/good/bstar_p23_patch5_5.tif,bstar_p23_patch5_5.tif,good,0,bstar_p23,4,0
/kaggle/working/patches/32/good/t1_patch4_7.tif,t1_patch4_7.tif,good,0,t1,1,0
/kaggle/working/patches/32/good/bstar_p20_patch5_0.tif,bstar_p20_patch5_0.tif,good,0,bstar_p20,2,0
/kaggle/working/patches/32/good/bstar_p4_patch7_7.tif,bstar_p4_patch7_7.tif,good,0,bstar_p4,3,0
/kaggle/working/patches/32/good/t4_patch7_0.tif,t4_patch7_0.tif,good,0,t4,1,0
/kaggle/working/patches/32/good/p4_patch3_6.tif,p4_patch3_6.tif,good,0,p4,3,0
/kaggle/working/patches/32/good/p1_patch3_6.tif,p1_patch3_6.tif,good,0,p1,4,0
/kaggle/working/patches/32/good/t1_patch0_5.tif,t1_patch0_5.tif,good,0,t1,1,0
/kaggle/working/patches/32/good/p7_patch7_3.tif,p7_patch7_3.tif,good,0,p7,1,0
/kaggle/working/patches/32/good/bstar_p10_patch0_6.tif,bstar_p10_patch0_6.tif,good,0,bstar_p10,4,0
/kaggle/working/patches/32/good/n2_patch7_0.tif,n2_patch7_0.tif,good,0,n2,2,0
/kaggle/working/patches/32/good/b3_patch3_1.tif,b3_patch3_1.tif,good,0,b3,4,0
