filepath,filename,multiclass_label,binary_label,group_id,fold,multi_target
/kaggle/working/patches/128/good/Bbox_tn_d4_patch1_1.tif,Bbox_tn_d4_patch1_1.tif,good,0,Bbox_tn_d4,3,0
/kaggle/working/patches/128/good/t4_patch1_1.tif,t4_patch1_1.tif,good,0,t4,4,0
/kaggle/working/patches/128/good/Bbox_he_d2_patch1_0.tif,Bbox_he_d2_patch1_0.tif,good,0,Bbox_he_d2,4,0
/kaggle/working/patches/128/good/p18_patch0_0.tif,p18_patch0_0.tif,good,0,p18,3,0
/kaggle/working/patches/128/good/Bbox_tk_d1_patch1_0.tif,Bbox_tk_d1_patch1_0.tif,good,0,Bbox_tk_d1,2,0
/kaggle/working/patches/128/good/Bbox_p9_patch0_0.tif,Bbox_p9_patch0_0.tif,good,0,Bbox_p9,0,0
/kaggle/working/patches/128/good/tt1_patch0_1.tif,tt1_patch0_1.tif,good,0,tt1,3,0
/kaggle/working/patches/128/good/p16_patch1_0.tif,p16_patch1_0.tif,good,0,p16,0,0
/kaggle/working/patches/128/good/Bbox_p24_patch1_1.tif,Bbox_p24_patch1_1.tif,good,0,Bbox_p24,1,0
/kaggle/working/patches/128/good/p1_patch1_0.tif,p1_patch1_0.tif,good,0,p1,4,0
/kaggle/working/patches/128/good/p2_patch1_0.tif,p2_patch1_0.tif,good,0,p2,4,0
/kaggle/working/patches/128/good/bstar_p13_patch0_1.tif,bstar_p13_patch0_1.tif,good,0,bstar_p13,4,0
/kaggle/working/patches/128/good/bstar_p18_patch0_1.tif,bstar_p18_patch0_1.tif,good,0,bstar_p18,4,0
/kaggle/working/patches/128/good/p16_patch0_1.tif,p16_patch0_1.tif,good,0,p16,0,0
/kaggle/working/patches/128/good/Bbox_p7_patch0_1.tif,Bbox_p7_patch0_1.tif,good,0,Bbox_p7,4,0
/kaggle/working/patches/128/good/n2_patch1_1.tif,n2_patch1_1.tif,good,0,n2,0,0
/kaggle/working/patches/128/good/bstar_bn_d4_patch1_1.tif,bstar_bn_d4_patch1_1.tif,good,0,bstar_bn_d4,4,0
/kaggle/working/patches/128/good/bstar_bn_d2_patch1_1.tif,bstar_bn_d2_patch1_1.tif,good,0,bstar_bn_d2,4,0
/kaggle/working/patches/128/good/p2_patch0_0.tif,p2_patch0_0.tif,good,0,p2,4,0
/kaggle/working/patches/128/good/bstar_tn_d4_patch1_1.tif,bstar_tn_d4_patch1_1.tif,good,0,bstar_tn_d4,2,0
/kaggle/working/patches/128/good/p5_patch0_0.tif,p5_patch0_0.tif,good,0,p5,2,0
/kaggle/working/patches/128/good/bstar_p11_patch1_0.tif,bstar_p11_patch1_0.tif,good,0,bstar_p11,0,0
/kaggle/working/patches/128/good/p30_patch1_1.tif,p30_patch1_1.tif,good,0,p30,4,0
/kaggle/working/patches/128/good/Bbox_p4_patch0_0.tif,Bbox_p4_patch0_0.tif,good,0,Bbox_p4,2,0
/kaggle/working/patches/128/good/bstar_p6_patch0_0.tif,bstar_p6_patch0_0.tif,good,0,bstar_p6,4,0
/kaggle/working/patches/128/good/Bbox_tk_d3_patch1_1.tif,Bbox_tk_d3_patch1_1.tif,good,0,Bbox_tk_d3,0,0
/kaggle/working/patches/128/good/Bbox_tk_d1_patch0_0.tif,Bbox_tk_d1_patch0_0.tif,good,0,Bbox_tk_d1,2,0
/kaggle/working/patches/128/good/Bbox_tk_d6_patch1_0.tif,Bbox_tk_d6_patch1_0.tif,good,0,Bbox_tk_d6,0,0
/kaggle/working/patches/128/good/p12_patch0_1.tif,p12_patch0_1.tif,good,0,p12,4,0
